unique_input_record_identifier	input_title	lookup_key	input_writers	input_performers	database_song_code	database_song_title	database_song_writers
4VVjzMHobLHTJES2J75jBv	Kontaminazione	KONTAMINAZIONE	E. Bigi,P. D'Errico	Bossa Nostra	0141940860	KONTAMINAZIONE	BIGI E/D'ERRICO P
5z0fDP6XZqF2uTJHQpjDnJ	Soft Hand	SOFTHAND	Fisher	Willard Grant Conspiracy	0133288453	SOFT HAND	FISHER ROBERT NEILL
79U2Ec6M3fNVPuRVJFi3nZ	Wrong Reasons	WRONGREASON	Antonio Nunzio Catania,Ernest Bordon	EbGb	0145469722	WRONG REASONS	TONY CATANIA/ERNEST BORDON PKA EBGB
3ESWV2FpjPxGMsRF256o0W	Trendsetter (feat. Jake La Furia)	TRENDSETER	F. Vigorelli,R. Nonnis,Vacca	Vacca	0151265711	TRENDSETTER	VIGORELLI F/NONNIS R/VACCA A
5eVeezFaMVuqb1dCd2bAxV	Settle	SETLE	Jock Nowell Usticke,Sinead Harnett	BAYNK	0154477388	SETTLE	HARNETT S/NOWELL-USTICKE J
6IMjyamFERATUl9cBGWAIm	"Nadaan Parinde (From ""Rockstar"")"	NADANPARINDE	A.R. Rahman,Irshad Kamil	A.R. Rahman,Mohit Chauhan	0152176796	NADAAN PARINDE	A. R. RAHMAN/IRSHAD KAMIL
4tqZI7fMIfmMtJhOpJc0ub	The Hideout	HIDEOUT	Olivier Deriviere	Olivier Deriviere	0146301356	THE HIDEOUT	DERIVIERE OLIVIER JEAN
5uTqwNSbplQbBN6TtJsLSA	Mirror	MIROR	Amelia Warner	Amelia Warner	0151051397	MIRROR	AMELIA WARNER
7Giz6uMptRmYf6x4VFIKG9	Mamma Got Ass	MAMAGOTAS	Terius Gray	Juvenile	0133665304	MAMMA GOT ASS	GRAY TERIUS
3Ar2st6ETkOCY3JVZOZBPU	Wavybone (feat. A$AP Rocky, Juicy J, and Bun B)	WAVYBONE	Bernard James Freeman,Chad Lamont Butler,Edward Randle,HÃÂ©ctor Delgado,Jordan Michael Houston,Lawrence Seymour,Leroy Williams Jr.,Rakim Mayers,Willie Mitchell,Yvonne Mitchell	Pimp C	0152314060	WAVYBONE (FEAT JUICY J. & UGK)	MAYERS/HOUSTON/DELGADO/BUTLER/FREEMAN/RA
6EXEWhREq79bDFcHxKMSkw	Piosenka na Przebudzenie	PIOSENKANAPRZEBUDZENIE	Jerzy DobrzyÃÂski,Zbigniew Ksiazek	Andrzej Zaucha	0145717747	PIOSENKA NA PRZEBUDZENIE	JERZY DOBRZYNSKI/ZBIGNIEW KSIAZEK
1qfk9NyUG0KqoRL7o59cAE	No No No	NONONO	Dawn Penn	Black Uhuru	0155371182	NO NO NO	DAWN PENN
5neS6KQwTVT4tNq1gGT7ry	Unlikely Angel	UNLIKELYANGEL	Dolly Parton	Dolly Parton	0114452007	UNLIKELY ANGEL	PARTON DOLLY
5WdONyOfrALyuTmaZr9T2k	Wise Men Say	WISEMENSAY	Flevans	Flevans	0151043845	WISE MEN SAY	NIGEL EVANS
7eiWqPqKvrXme0LsaoXxow	Masques	MASQUE	Claude Debussy	Jean-Efflam Bavouzet	0400624383	MASQUES (L. 105)	DEBUSSY CLAUDE ACHILLE (NON-PROTECTED SH
79zdfO9aDjUkAgRVxwJthx	Love Don't Come Easy	LOVEDONTCOMEEASY	John Lodge	The Moody Blues	0120003662	LOVE DON'T COME EASY	LODGE JOHN CHARLES
2C2usXUC6XJaqYR2XtLEa1	Rabba	RABA	Ajay Singha,Dev Kohli,Shekhar Ravjiani,Vishal Dadlani	Himani,Vishal-Shekhar	0136450872	RABBA	DADLANI V/RAVJIANI S/VISHAL S/KOHLI D
6cFGVTD3wavRKIwJALQJLW	Untitled	UNTITLED	Raks,Seakboa,Vusi Mahlasela	Vusi Mahlasela	0134090219	UNTITLED	MAHLASELA V/SEKHOA R
2g8u6nukn56yxEF1FthamV	The Eternal Live	ETERNALLIVE	Alex Holmgren,Dominic Rodrigez,Richard Garcia,Takahiro Nishijima	Nissy	0153189571	THE ETERNAL LIVE	DOMINIC RODRIGEZ/RICHARD GARCIA/ALEX HOL
2qsPNPjTaEn9YCbufo1pLl	Beat It	BEATIT	Richard Cheese & Lounge Against The Machine,originally by Michael Jackson	Richard Cheese	0103171321	BEAT IT	JACKSON MICHAEL JOE
5ohTs32Q3E1S82ycjLGgCy	Easy to Be Hard	EASYTOBEHARD	Galt MacDermot,Gerome Ragni,James Rado	Sergio Mendes & Brasil '66	0103548968	"EASY TO BE HARD (FR ""HAIR"")"	MACDERMOT A/RAGNI G/RADO J
7FC0tpjQ44hmlrRLD3s9s8	Za sva vremena	ZASVAVREMENA	B. OpaÃÂiÃÂ,S. Simic Kamba	Amadeus Band	0150706401	ZA SVA VREMENA	OPACIC B/SIMIC KAMBA S
7rM1NcHTjNqlw9c7q58bUz	Wanted	WANTED	Fulton,Steele	Anne Murray	0102926587	WANTED	FULTON J/STEELE L
4zjPqvs74EE9fOeJ0ZOcaB	Nadie Te AmarÃÂ¡	NADIETEAMARA	"Aldrin MartÃÂ­nez,Andy Clay,Gustavo ""Guss"" Alberto"	CD9	0152744779	NADIE TE AMARA	CLAY A/ALBERTO G/MARTINEZ DIAZ A
2jUiweVKAh2zatq2tWiA74	If I Needed You	IFINEEDEDYOU	Townes Van Zandt	Guy Clark	0102427567	IF I NEEDED YOU	VAN ZANDT TOWNES JOHN
6hF3Bbk99h1SRzJnIkqmkG	Catherine alÃÂ©pÃÂ©e	CATHERINEALEPEE	Jean-Paul WabotaÃÂ¯	Jean-Paul WabotaÃÂ¯	0108123909	CATHERINE ALEPEE	WABOTAY JEAN PAUL
6pmG5vknurSjmsk8sg6KNp	The Cokey Cokey	COKEYCOKEY	J Kennedy	Victor Silvester	0100356299	COKEY COKEY (HOKEY POKEY)	/KENNEDY JIMMY
5sZnALI7WqlhevAB55Ffp4	Autopilot	AUTOPILOT	Jason Boland,Mark Prendergast,Stephen Garrigan,Vincent May	Kodaline	0147002690	AUTOPILOT	MAY V/PRENDERGAST M/GARRIGAN S/BOLAND J
4sCwz7Uaj5RQckpKrleKH4	Alone Every Night	ALONEEVERYNIGHT	Blake Trenorden,Lucas Cooper,Nikolaos Galanopoulos,Richie Mould	Queen of Darts	0153905814	ALONE EVERY NIGHT	BLAKE TRENORDEN/LUCAS COOPER/NIKOLAOS GA
4gXtFuhEJ20bq9c81XKCx0	Time Again	TIMEAGAIN	Carl Palmer,Geoff Downes,John Wetton,Steven Howe	Asia	0105877672	TIME AGAIN	WETTON J/PALMER C/HOWE S/DOWNES G
3H7uTJZOJa16Gyq9FhMdPZ	Tecumtha	TECUMTHA	Andreas Cremer,Philipp Handke	Chilled Lounge CafÃÂ©	0149481324	TECUMTHA	CREMER ANDREAS/ HANDKE PHILIPP
0CUgrezEJ9dCq79KOaDqUn	Manga	MANGA	Dan Leavers,Max Hallett	Soccer96	0150019682	MANGA	HALLET M/LEAVERS D
0sm87WXOrhFUhatKOCrHvG	Idul Fitri	IDULFITRI	Teuku Adi Fitrian	Tompi	0149670345	IDUL FITRI	FITRIAN TEUKU ADI
6BKCGe8qWqTkK0GYyrTDUp	Lift Him Up	LIFTHIMUP	Gerald Robinson	Byron Cage	0134257789	LIFT HIM UP	CAGE B/CARR K/ROBINSON G
6PE6uqN2lXPjiJdq8lB88v	Morning Ride	MORNINRIDE	George Veikoso	Fiji	0135400467	MORNING RIDE	VEIKOSO GEORGE BROOKS
7GLA5lGHm7iIoyrpOD3JNF	Ya Tafida	YATAFIDA	Ziad Boutros	George Nehme	0150336215	YA TAFIDA	ZIAD BOUTROS/NABIL ABOU ABDO
3KXfXZNNGdYUmHbDOCCLeK	La notte vola	NOTEVOLA	Silvio Capitta Marco Salvati Vessicchio	Lorella Cuccarini	0140076833	NOTTE VOLA	CAPITTA S/SALVATI M/VESSICCHIO G
3OnTbmu6TDe550QOz75Ee9	Shake It and Break It	SHAKEIT&BREAKIT	Clark,Qually	Sidney Bechet and His New Orleans Feetwarlers	0403057064	SHAKE IT AND BREAK IT	/FRISCO/CHIHA LOUIS FRANK/CLARK H QUALLI
4N0dGiQNY1HGvAaYsVu2l0	"Stranger In Paradise - From ""Kismet"""	STRANGERINPARADISEFROMKIS	Alexander Borodin,Alexander Glazunov,George Forrest,Nikolai Rimsky-Korsakov,Robert Wright	Jonathon Welch,Stephen Blackburn	0100275150	STRANGER IN PARADISE	/BORODIN/ARR/FORREST G/WRIGHT R
0vcbecU7yoJuChc7a8WPgY	Trio V en Sol Mineur pour violon, viole et basse continue, TWV 42:g1 (Sechs Trios, Francfort 1718): IV. Allegro	TRIOVENSOLMINEURPOURVIOLO	Georg Philipp Telemann	Benjamin Perrot,Florence Bolton,La RÃÂªveuse	0147426819	TRIO V EN SOL MINEUR POUR VIOLON, VIOLE ET BASSE CONTINUE, T	GEORG PHILIPP TELEMANN
2MDhTF2YzcbXFrTR5S67tx	Living Waters	LIVINWATER	Ed Cash,Kristyn Getty	Keith & Kristyn Getty Kids	0150030330	LIVING WATERS	CASH E/GETTY K
5bCQojVRtIgnI3cJnzLy0Y	Too Much Birthday	TOOMUCHBIRTHDAY	C. Portugal,M. Turner	People Under The Stairs	0142217719	TOO MUCH BIRTHDAY (INSTRUMENTAL)	PORTUGAL C/MTURNER
44Nyq6PqtAoHwxZ0jzA6aw	I Can't Stop Loving You (Live 1962)	ICANTSTOPLOVINYOU	Don Gibson	Ray Charles	0101747281	I CAN'T STOP LOVING YOU	GIBSON DON EUGENE
7tKb0MiXF2hV93yVjes4uN	Shaneera	SHANEERA	Fatima Al Qadiri	Fatima Al Qadiri	0152997922	SHANEERA	ALQADIRI FATIMA M E A Y
74o9JKV3a4Gi0ttc3MFV8G	Love Hurts	LOVEHURT	Boudleaux Bryant	Gram Parsons	0100406507	LOVE HURTS	BRYANT BOUDLEAUX
7qAr0wJEvjadWyqQbTt50O	Story of Mine	STORYOFMINE	Flavio De Martino	Jay Uf	0151318885	STORY OF MINE	/DE MARTINO FLAVIO/DEE JAY
5LFYNuqX7XMi6MW6SoOteK	Squirt (Instrumental)	SQUIRT	Necro	Necro	0143005342	SQUIRT	/NECRO/BRAUNSTEIN RON
5YltBVXeXIfkMXXy3JwP8T	Anytime	ANYTIME	Nicolosi	Novecento	0151947996	ANYTIME	CAROFIGLIO D/NICOLOSI N
6WFjQiXCpJ9GjXjwvzSa6x	All For Love	ALFORLOVE	Rita MacNeil	Rita MacNeil	0111920174	ALL FOR LOVE	MACNEIL RITA
5IsCxVtbVpltLG3TuFozgA	We Trying to Stay Alive	WETRYINTOSTAYALIVE	Additional lyrics by: J. Forte,Additional lyrics by: N. Jean,Additional lyrics by: S. Michel,Barry Gibb,Maurice Gibb,Robin Gibb	Wyclef Jean	0114288270	WE TRYING TO STAY ALIVE	JEAN/MICHEL/FORTE/GIBB/GIBB/GIBB
1ECEzo4FrcQ6zjkbetkP8m	We Can't Rewind	WECANTREWIND	Nicholas	Feeder	0123652630	WE CAN'T REWIND	HIROSE T/LEE J/NICHOLAS G
4rZfcDF7jSdMIqimxPjKNO	Won My Heart	WONMYHEART	Zachary Cheatham	Gateway Worship	0153303743	WON MY HEART	CHEATHAM ZACH
5EmjBlrR2TzVzyveICMllj	Dirty Deeds	DIRTYDEED	Angus Young,Malcolm Young,Ronald Scott	Joan Jett & The Blackhearts	0100546640	DIRTY DEEDS DONE DIRT CHEAP	SCOTT R/YOUNG A/YOUNG M
7xkwW2qUw5KmcmvKY01mGR	Annie	ANIE	Eric Clapton,Kit Lambert,Ronnie Lane	Pete Townshend,Ronnie Lane	0101335238	ANNIE	LANE R/LAMBERT K/CLAPTON E
7o3g9Jz8PMAHHuQyTLdGGO	Fortunate Son	FORTUNATESON	John Fogerty	Shannon Noll	0103175927	FORTUNATE SON	FOGERTY JOHN C
3V6VolGV0BpuVKiBiBMNaL	Poo Poo Pee Pee Doo Doo Wee Wee Shitfuk	POOPOOPEEPEEDOODOOWEEWEES	Friendly Fire Distro	Sikfuk	0152376807	POO POO PEE PEE DOO DOO WEE WEE SHITFUK	FRIENDLY FIRE DISTRO
7LgDTnjm1rS5EzNsJXUMQ0	Land of the Lost	LANDOFLOST	J.Houston,L. Mitchell,P. Beauregard,P.Houston,R. Cooper	Three 6 Mafia	0134143495	LAND OF THE LOST	HOUSTON/BEAUREGARD/HOUSTON/MITCHELL
5Z1ki112ulzbyyYBl7fG1U	Symphony No. 18 in F Major, K. 131: II. Andantino grazioso	SYMPHONYNO18INFMAJORK131I	Wolfgang Amadeus Mozart	Jaap Ter Linden,Mozart Akademie Amsterdam	0152380250	SYMPHONY NO. 18 IN F MAJOR, K. 131: II. ANDANTINO GRAZIOSO	WOLFGANG AMADEUS MOZART/MAISTO G
1vs9WljU2zygg0UD9dIGbO	Shine A Light	SHINELIGHT	Keith Richards,Mick Jagger	AG	0103164853	SHINE A LIGHT	JAGGER M/RICHARDS K
3L3npLNJyla2FsTinTxaDR	Ne O Aa Gayya	NEOAGAYA	Lal Chand Yamla Jatt	Lal Chand Yamla Jatt	0146203662	NE O AA GAYYA (ORIGINAL)	LALCHAND YAMLA JATT/BALWINDER AASI
3UTTiE8atYk8BELRUW4Gq0	Dub Stavros	DUBSTAVRO	K Pollard,P N Murphy	Mudd & Pollard	0143895580	DUB STAVROS	MURPHY P/POLLARD K
4odVLTG6ocl3GnJaFM2WQ5	Blue Vacation	BLUEVACATION	Andrew McMahon in the Wilderness	Andrew McMahon in the Wilderness	0154674741	BLUE VACATION	WALKER B/MCMAHON A
0pJSeDfoiE8IuFaw3LDbsv	One Night in Reno	ONENIGHTINRENO	Devin Abrams,Evan Short,Matt Harvey	Concord Dawn	0134160567	ONE NIGHT IN RENO	HARVEY M/SHORT E/ABRAMS D
0JUHr6bn9634ZvEKG0gyBG	Colonial Sketch No. 1	COLONIALSKETCHNO1	Paul Grabowsky	Paul Grabowsky Trio	0101786528	COLONIAL SKETCH NO.1	GRABOWSKY PAUL ATHERSTONE
7Cptelyl7UEZ1bS4t7rJy8	Bahd Baddo Baddest	BAHDBADOBADEST	Folarinde Falana	DaVido,Falz,Olamide	0154908476	BAHD BADDO BADDEST	FALANA F/ADELEKE D/ADEDEJI O
4niIuTPuW9SmuHJaY1flb6	I Am a Machine (Motivational Speech V2.0)	IAMMACHINE	Nicholas Macri	Fearless Motivation	0149016210	I AM A MACHINE (GYM MOTIVATION)	MACRI NICHOLAS
6DYd53orMCJP6dNs0hPGen	Trio For Violin, Violoncello And Piano	TRIOFORVIOLINVIOLONCELO&P	Harrison Birtwistle	Adrian Brendel,Lisa Batiashvili,Till Fellner	0153628356	TRIO FOR VIOLIN, VIOLONCELLO AND PIANO	HARRISON BIRTWISTLE
1TPIxA7v09KJTpLwk070Ag	Pretty World Recessional	PRETYWORLDRECESIONAL	Richard Samuel Baker	Sam Baker	0144741303	RECESSIONAL	BAKER RICHARD SAMUEL
2NRmyB5womBJjYuXo2t1dd	Close Minded	CLOSEMINDED	D. Franklin,M. Riga,P. Famula,P. Tabbot,T. Hamilton	Vision	0121647980	CLOSE MINDED	KIRMAYER/HAMILTON/FAMULA/RIGA/TABBOT
2KropDTIM3SrKLSkvsqkRJ	Guzzler (Kill Light Remix)	GUZLER	Florian Senfter	Zombie Nation	0146516726	GUZZLER (KILL LIGHT REMIX)	FLORIAN SENFTER
3WkrPV7JTQZA6Bciqy7rvf	Alleluia	ALELUIA	Alberto Rivera,Kimberly Rivera	Alberto Rivera,Kimberly Rivera	0147095943	ALLELUIA	KIMBERLY AND ALBERTO RIVERA
3rKWG5xFNUhwLDpCkdTBrj	Diphonic Water	DIPHONICWATER	Geoffrey Secco	Geoffrey Secco	0152376263	DIPHONIC WATER	GEOFFREY SECCO
24dgc0OPUbQMg8n7fBCtRn	Soul to Skin	SOULTOSKIN	Adam Longman Parker,Ian Ellerker,Kristy Clark,Olsi Rama	VTR	0153412566	SOUL TO SKIN	CLARK K/RAMA O/PARKER A/ELLERKER I
10eGmtPvyjSIuvItIqwkU0	La casa sul lago	CASASULLAGO	Ennio Morricone	Ennio Morricone	0149436263	LA CASA SUL LAGO	ENNIO MORRICONE
4c31P6y756KIwyeqcUxrm3	Heartly Matters	HEARTLYMATER	KristÃÂ­n Anna	KristÃÂ­n Anna	0155753365	HEARTLY MATTERS	KRISTIN ANNA
5dYjeZvOW93FuVIB86SJe6	Zen Peace	ZENPEACE	Sacchetto G.	Wellbeing Zone	0148646105	ZEN PEACE	SACCHETTO G
33CcEEyHRkwUp35CCoJz8n	The Demon	DEMON	Thomas Detert	6.6.6.	0136539030	DEMON ATTACKS	DETERT T/GRIESHEIMER M
0Eng4x1XF8mCJCGpRsvIyd	Island in Space (Dona Nobis Pacem)	ISLANDINSPACE	Kirke Mechem	Chanticleer	0142235940	ISLAND IN SPACE (DONA NOBIS PACEM)	KIRKE MECHEM
4A9SATvoRz1dQKoNDGwqTX	Episode	EPISODE	John Maus	John Maus	0152949859	EPISODE	MAUS JOHN PATRICK
5krsJD8NuXpYyHaYYI03ka	Restless	RESTLES	Jeremy Stover,Willie Mack	Sara Evans	0131458456	RESTLESS	WILSON W/STOVER J
6wz5BtljPUazspEzFd83kY	Any Day Now	ANYDAYNOW	Dominic Thomas	Whyte Horses	0153517588	ANY DAY NOW	THOMAS DOMINIC RUSSELL
5GX8tkDLPgNOtpY9JqdO1X	Dang Me	DANGME	Brad Paisley,Roger Miller	Brad Paisley	0100562086	DANG ME	MILLER ROGER
3DGi3K3Gqbp6qRHbh5YkCx	Another Day, Another Heartache	ANOTHERDAYANOTHERHEARTACH	Howard Greenfield,Neil Sedaka	Neil Sedaka	0105311896	ANOTHER DAY ANOTHER HEARTACHE	GREENFIELD H/SEDAKA N
45bpUQf5ryeZTvBpFThetR	Waymaker (Live)	WAYMAKER	OSINACHI KALU	Sinach	0150969235	WAY MAKER	OKORO OSINACHI KALU
