unique_input_record_identifier	input_title	lookup_key	input_writers	input_performers	database_song_code	database_song_title	database_song_writers
4wWnssWXRhfvAGphyxWewj	Gun for Fun	GUNFORFUN	Chris O'Connor	Painters and Dockers	0102413762	GUN FOR FUN	O'CONNOR CHRISTOPHER JOHN
06339owDc0JuH2pttTLsAP	La Vieja	VIEJA	"Francisco DÃÂ­az,JuliÃÂ¡n ""Cachilo"" Diaz,Mazzanti oscar"	Soledad	0140970133	LA VIEJA	FRANCISCO DIAZ
4xCigdS9CK9e0ZTvOnwznd	The Squip Song	SQUIPSONG	Joe Iconis	'Be More Chill' Ensemble,Gerard Canonico	0147383319	THE SQUIP SONG	ICONIS JOSEPH P
7GdQZQqLIl8lz1DvKTKUXu	Whirlpool	WHIRLPOOL	Xavier Rudd	Xavier Rudd	0135233072	WHIRLPOOL	RUDD XAVIER PETER I
0Rc8QoCFBNYduxkPSRlmkV	Tristeza do Jeca	TRISTEZADOJECA	Angelino de Oliveira	YamandÃÂº Costa	0140666288	TRISTEZA DO JECA	ANGELINO DE OLIVEIRA
1JfIEk7aEkBnASi0dDoI0e	The Other Side	OTHERSIDE	Dylan Mills,Ron LaTour	Dizzee Rascal	0152562611	THE OTHER SIDE	MILLS D/LA TOUR R/KORSAN B
5Px4F3yOgfBj2XUYDPVm6n	Honey	HONEY	Erol Sarp,Lukas Vogel	Grandbrothers	0152074166	HONEY	SARP E/VOGEL L
5mReKXLtTLyLlv0LaIHSXy	Diaspora	DIASPORA	Koffi Olomide	Koffi Olomide	0152461855	DIASPORA	KOFFI OLOMIDE
5mPfIH7BMZ3RyN5yvluBr7	Just Wanna Be Loved (Art of Tones Remix)	JUSTWANABELOVED	Joi Cardwell,Mark Kneppers,Oscar de Jong,Wim Plug	Kraak & Smaak	0145357683	JUST WANNA BE LOVED	JONG D/KNEPPERS M/PLUG W/CARDWELL J
0xcP3WHTY6cUzOYLeN0RC2	little/MOUSE	LITLEMOUSE	Teresa Suarez CosÃÂ­o	Le Butcherettes	0154604453	LITTLE/MOUSE	SUAREZ TERESA
7sV0zB34oW8xIA8ZoeUsds	Ami, I'm Sorry	AMIIMSORY	Lisa Loeb,Marvin Etzioni	Lisa Loeb	0144016764	AMI, I'M SORRY	LOEB L/ETZIONI M
3cAWxaiX62yYW6FjtpXIdQ	Muskrat Ramble	MUSKRATRAMBLE	Edward Ory,Ray Gilbert	Louis Armstrong	0100919908	MUSKRAT RAMBLE (VOCAL VERSION)	ORY E/GILBERT R
5iEtLZ8JPtDWOmbk0RIwFD	Liebst du um SchÃÂ¶nheit	LIEBSTDUUMSCHONHEIT	Friedrich RÃÂ¼ckert,Gustav Mahler	RenÃÂ©e Fleming	0433702953	LIEBST DU UM SCHONHEIT	SCHUMANN C/RUCKERT F
70jWbqlJBTKkyZ4Qky3tAX	It Doesn't Get Better Than This	ITDOESNTGETBETERTHANTHI	D. D'amico,Da Band	Alex Band	0135592975	IT DOESN T GET ANY BETTER THAN THIS	BAND A/DAMICO D
6vIIOevKsrslOQUz6Sfka6	Havanna	HAVANA	Cuban Latin Club,Orlando del Rio,Ty Ardis	Cuban Latin Club	0155114523	HAVANNA	TY ARDIS/ORLANDO DEL RIO/CUBAN LATIN CLU
1Bm0Kgy0pTNkh1MHq7FnHq	Talk About Nothing (Not Your Dope Remix)	TALKABOUTNOTHIN	Harry Francis Murfet,Nathan Lee Austin	Cadre Cola	0155589848	TALK ABOUT NOTHING (NOT YOUR DOPE REMIX)	NATHAN LEE AUSTIN/HARRY FRANCIS MURFET
1ynf0kNmPygT2M6M75hbKg	Lost Yourself	LOSTYOURSELF	Stefan Unterpertinger	Graveworm	0149300060	LOST YOURSELF	STEFAN UNTERPERTINGER
16aMCzYHia7cDE1eH8MF0S	Storie che non esistono	STORIECHENONESISTONO	G. Pellino	Neffa	0144911786	STORIE CHE NON ESISTONO	PELLINO G/PELLINO G
7h6oFIlR8ZoL67pYXfaTle	Increase Sexual Stimulation	INCREASESEXUALSTIMULATION	Marco Rinaldo	Tantric Sex Background Music Experts	0151513193	INCREASE SEXUAL STIMULATION	MARCO RINALDO/NIEZNANY
4sLSkZoceecBC6TwM7HpYJ	Calling Out	CALINOUT	August Rosenbaum,Philip Owusu,Robin Braun	August Rosenbaum	0153278769	CALLING OUT	BRAUN R/OWUSU P/ROSENBAUM A
5fU4FQE7W3rnFuUXBoJq5D	Wyatt Erp	WYATERP	RIGHTS OWNER OF THE MUSICAL WORK	TV Themes	0150210890	WYATT ERP	RIGHTS OWNER OF THE MUSICAL WORK
7muWVgLzhTUTJRRYgN1pwy	If You See Her	IFYOUSEEHER	Mickey Newbury	Waylon Jennings	0144799772	IF YOU SEE HER	MICKEY NEWBURY/MICKEY NEWBURY
0bN2lwEQWy3FWFJZIkr24K	Spanish Castle Magic	SPANISHCASTLEMAGIC	Jimi Hendrix	Yngwie Malmsteen	0106560676	SPANISH CASTLE MAGIC	HENDRIX JIMI
0JmPtDU7N2bFvNhuU8L8qE	Din Din	DINDIN	Ane Hebeisen,Mariana Da Cruz,Oliver Husmann,Peter Hertig	Da Cruz	0146529193	DIN DIN	DA CRUZ/HEBEISEN/HUSMANN/LEE
1dmPjRK3UyUbR9ycz9cEBr	So in Love	SOINLOVE	Kris Bowden,Mark Pierce,Scott Pierce	Emeskay	0151369518	SO IN LOVE	PIERCE M/BOWDEN K/PIERCE S
2r0QXcsK7wTnGDlokzofKk	Kick It Up	KICKITUP	Andy Byrd,Jim Robinson	John Michael Montgomery	0107788756	KICK IT UP	BYRD A/ROBINSON J
0rpVZvCVqz87ZUJut3QxsB	Hell Yeah	HELYEAH	Maurice Minor	Kurd Maverick	0143278337	HELL YEAH	MINOR M/MITCHELL V/MAULDIN J
4fEbSNbzdXpZl8KnAzu06o	Paresse	PARESE	Alexander Hitzler,Martin Czihal	Schwarz & Funk	0147761517	PARESSE	ALEXANDER HITZLER/ALEXANDER HITZLER/MART
2BMv5bEDjR3NjTbNiu2yRI	Sword Dust	SWORDDUST	Triple Darkness	Triple Darkness	0151172923	SWORD DUST	TRIPLE DARKNESS/TRIPLE DARKNESS
4TYpRZa8eEw3xVZ5nWVK3v	I Don't See Them	IDONTSEETHEM	Anthony Naples	Anthony Naples	0148363151	I DON'T SEE THEM	NAPLES ANTHONY M
1IInoDwfiF8eGwW1CVY8AO	Ilegal	ILEGAL	Doctor KrÃÂ¡pula,Mario MuÃÂ±oz,Nicolas Cabrera	Doctor KrÃÂ¡pula	0140758740	ILEGAL	MUNOZ ONOFRE M/MARTINEZ MOYA G/CABRERA P
3gOESsDWZiDbVukRuVY8o4	Sleaze - feat. Mistajam	SLEAZEFEATMISTAJAM	Gareth McGrillen,Peter Dalton,Rob Swire	Knife Party	0142565744	SLEAZE	MCGRILLEN G/SWIRE T/DALTON P
7HURunzDbmwpRdFRdlFE2m	Let It Whip	LETITWHIP	"Leon ""Ndugu"" Chancler,Reginald J. Andrews"	Dazz Band	0103443655	LET IT WHIP	ANDREWS R/CHANCLER N
2E7qUzehn4ZX1WTCdlGWQf	My Black Nina	MYBLACKNINA	Freemurda,RZA	Freemurda,RZA	0138258285	MY BLACK NINA	FREEMURDA
1TJn6Rwga9QlIekLJlpcoQ	Rain On Me	RAINONME	Louis Biancaniello,Olivia Waithe,Sam Watters,Steve Kipner,Wayne Wilkins	Cheryl	0139018615	RAIN ON ME	WATTERS/BIANCANIELLO/WILKINS/WAITHE/KIPN
6TP07awwT0tSmT1GcsNrZL	Matrix	MATRIX	Chick Corea	Chick Corea	0109891440	MATRIX	COREA ARMANDO ANTHONY (COREA CHICK)
2dCgZocKF09Hn2WpuDp5Li	Baby Obey Me	BABYOBEYME	Jerry Livingston,Raymond B. Evans	Dean Martin	0102017841	BABY OBEY ME	LIVINGSTON J/EVANS R
2HcLso8p1FxESRY8Ot2y20	Nobody	NOBODY	Brenley MacEachern,Lisa MacIsaac	Madison Violet	0155615909	NOBODY	BRENLEY MACEACHERN/LISA MACISAAC
114zOttMKPFeYkcs5sWsqn	Magnificent Time	MAGNIFICENTTIME	Fran Healy,Tim Rice-Oxley	Travis	0148577603	MAGNIFICENT TIME	RICE O/HEALY F
5Jztsk5SjfnvurAUrr1Md5	Starslide	STARSLIDE	Behdad Nejatbakhshe	Uppermost	0154530969	STARSLIDE	BEHDAD NEJATBAKHSHE
54ydS9wT5ZhjEsFS6CWht8	Un Milagro	MILAGRO	David Santisteban,Luis Fonsi	MarÃÂ­a Parrado	0153716680	UN MILAGRO	LUIS FONSI/DAVID SANTISTEBAN
5RyK2UgU1ffb7EpRK7lAJZ	Flight	FLIGHT	Claudio Gizzi,Stefano Torossi	Claudio Gizzi,Stefano Torossi	0305799866	FLIGHT (PRCD 037)	GIZZI C/TOROSSI S
5Llim3aOsDEIgS1evCJAL7	Indian Girl (An Adult Story)	INDIANGIRL	Ricky M.L. Walters	Slick Rick	0122267767	INDIAN GIRL (AND ADULT STORY)	WALTERS RICKY M L (SLICK RICK / US 1)
2o1FJBVmF10oJkz03QPFrA	Filthy Rich	FILTHYRICH	Big Kenny,Bill McDavid,Freddy Powers,John Rich,Sonny Throckmorton	Big & Rich	0133977405	FILTHY RICH	RICH/ALPHIN/THROCKMORTON/POWERS/MCDAVID
40OdmkoiOKftbnXCQZViYL	So Much to Lose	SOMUCHTOLOSE	David Andrew Crowe	Mammoth Logic	0141639605	SO MUCH TO LOSE	CROWE DAVID ANDREW
12OSQA3NPtF7nrKxvElScX	My Eyes	MYEYE	Alana Watson,Daniel Stephens,Joseph Ray	NERO	0141394950	MY EYES	RAY J/STEPHENS D/WATSON A
199Fy0vc6T9KokWHyjEy8k	Sol Clap	SOLCLAP	William Holland	Quantic	0141494189	SOL CLAP	HOLLAND WILLIAM GEORGE
1y0WfUtwRocIW8wcIqFwL8	Shark Fin Soup	SHARKFINSOUP	Task Force	Task Force	0145658825	SHARK FIN SOUP	TASK FORCE
2i23heVWZKR43RtH6npq9F	Limbo	LIMBO	Tom James	Tom James	0152792648	LIMBO	TOM JAMES
0TTic1h7jX0wD90OtxTVPm	Stella By Starlight	STELABYSTARLIGHT	Ned Washington,Victor Young	Bill Evans,Don Elliott	0105433541	STELLA BY STARLIGHT	YOUNG VICTOR POPULAR
76jidasGrB3dvVsU9N3bov	Toccata for Harpsichord No. 10	TOCATAFORHARPSICHORDNO10	Johann Jakob Froberger	Gustav Leonhardt	0141298745	TOCCATA FOR HARPSICHORD NO. 10	JOHANN JACOB FROBERGER
3V017bOkU9fpx4u1L79knQ	Cahil	CAHIL	Anonim,Serdar OrtaÃÂ§	Serdar OrtaÃÂ§	0150922208	CAHIL	SERDAR ORTAC/ANONIM/PERSONA M/CARPELLA L
0xUE0pPfaap7pLtRJg0yTh	While I'm Waiting (feat. Chandler Moore) [Live]	WHILEIMWAITIN	Travis Greene	Travis Greene	0152435225	WHILE I'M WAITING	GREENE TRAVIS MONTORIUS
41dJosCDWSR5gaEbbBcWBT	Catch Up	CATCHUP	Arjun,Chadley Chichester	Arjun	0153586115	CATCH UP	CHADLEY CHICHESTER/ARJUN COOMARASWAMY
34elYAG8Y8rTjUZeKYEvoz	Small Town	SMALTOWN	Daniel Davis	Folk Soul Revival	0154406629	SMALL TOWN	DANIEL DAVIS
43dDyDmee4iBC81DU3SMDf	Already September	ALREADYSEPTEMBER	John Scofield	John Scofield	0140865057	ALREADY SEPTEMBER	SCOFIELD JOHN L
2fVACgOQz3KTN71UA5jRwy	The Weight	WEIGHT	Robbie Robertson	Rotary Connection	0103121279	WEIGHT	ROBERTSON JAMIE ROBIN
2r3O3jtegiaBIW8Bjwfcpu	Skicka ett vykort, ÃÂ¤lskling	SKICKAETVYKORTALSKLIN	Per Gessle,Robert Van Leeuven	Gyllene Tider	0147600030	SKICKA ETT VYKORT, ALSKLING (SEND ME A POSTCARD) (2000  (SE)	ROBERT VAN LEEUVEN
2sUHPP7o9FjYwWYEw5z4eQ	Apple Green	APLEGREEN	Deighton,Matt Deighton,Shauna Greene	Mother Earth	0112605654	APPLE GREEN	GREENE S/DEIGHTON M
3Fc3ebtKWh6ScXTpUSNOEs	Coming Back	COMINBACK	Dorothee Froller	Dorothee Froller	0148195586	COMING BACK	DOROTHEE FROLLER
0RWJoWqi16l3qNOjNwOSvg	Green & Gold - Donnie Trumpet & Nate Fox Remix	GREEN&GOLDDONIETRUMPET&NA	Jamie Lidell,Lianne La Havas,Matt Hales	Lianne La Havas	0152642558	GREEN & GOLD DONNIE TRUMPET & NATE FOX REMIX	MATT HALES/JAMIE LIDELL/LIANNE LA HAVAS
3CKQ4x2YYJafE7xr5IQ1fo	Drive Me Crazy	DRIVEMECRAZY	SAK.,Yuzo Koshiro	Yuzo Koshiro	0154371355	DRIVE ME CRAZY	YUZO KOSHIRO/SAK
18KZDHAWXexbNz4gGoYET0	Fatherless	FATHERLES	Chris Ankelein,Johnny Smrdel,Joseph Musten,Matthew Harrison,Mike Rich	Advent	0139897942	FATHERLESS	JOSEPH MUSTEN/JOHNNY SMRDEL/CHRIS ANKELE
77IJaZ12nJcA9OmgRjGGcX	My Romance	MYROMANCE	Lorenz Hart,Richard Rodgers	Art Farmer	0102777132	MY ROMANCE	RODGERS R/HART L
4fRRQEwWgqY4ke1dzukRnY	Matrimony	MATRIMONY	Delano Ogbourne,Vincent Williams	Jigmastas	0148637575	MATRIMONY	WILLIAMS V/OGBOURNE D
4CznXg3DyWsyojCHdsJWeR	Born To Love You	BORNTOLOVEYOU	James Todd Smith,Jean Claude Olivier,Samuel Barnes	LL Cool J	0131060504	BORN TO LOVE YOU	SMITH J/BARNES S/OLIVIER J
46V0v9BcDqcg8oReEenUQI	Odyssey	ODYSEY	Adam Lindburg	Adam Lindburg	0155693844	ODYSSEY	ADAM LINDBURG
2R7brAzLyY75szQ21ceyFg	Hi Jack	HIJACK	F. Arbex Miro Jose	Herbie Mann	0101091101	HI JACK	ARBEX-MIRO JOSE FERNANDO
1CG5TmXeu8K6ORC560YMXl	SEASON OF GOLD	SEASONOFGOLD	Masahiro Andoh	T-SQUARE	0153843559	SEASON OF GOLD	ANDO MASAHIRO
51xP6VLYFTaeY3j8rdnI1X	Icicles	ICICLE	The Scary Jokes	The Scary Jokes	0155683423	ICICLES	THE SCARY JOKES
4sWimlXQzvPLdSOeFx3ovc	Voodoo Love	VOODOOLOVE	CÃÂ©sar Poupaud,Fred Jimenez,Melvil Poupaud,Yarol Poupaud	Yarol	0155707590	VOODOO LOVE	YAROL POUPAUD/MELVIL POUPAUD/FRED JIMENE
1m883oVVNSSbrnJq8yEmcL	Chhod Meri Baiyan	CHODMERIBAIYAN	Kishore Kumar	Asha Bhosle	0153603101	CHHOD MERI BAIYAN	SHAILENDRA/KISHORE KUMAR
20rHQAbh3vgiy9L9ZMNl10	Concealed Revulsions	CONCEALEDREVULSION	Aleksi Munter,Janne Julin,Manne Ikonen,Tommi Kiviniemi,Veli-Matti Suihkonen,Wille Naukkarinen	Ghost Brigade	0146349514	CONCEALED REVULSIONS	ALEKSI MUNTER/JANNE JULIN/MANNE IKONEN/T
2x5mGxpfvnxBqdDhxCfMaT	One Way	ONEWAY	Omri Amar,Vladislav Krivoshein	Ghost Rider,Omiki	0148001703	ONE WAY	KRIVOSHEIN V/AMAR O
6FapD7IiNdHILvOdGvBjNS	When I'm Away from You	WHENIMAWAYFROMYOU	Francis John Miller	Rod Stewart	0101335000	WHEN IM AWAY FROM YOU	MILLER FRANCIS JOHN
2X5jJin8IE4mFPwwbcLwFC	The Man I Love	MANILOVE	George Gershwin,Ira Gershwin	Oscar Peterson,Zenph Studios	0100480802	MAN I LOVE	GERSHWIN G/GERSHWIN I
0SwSUkjYFMrfdblHQMrU4P	Greater Bird of Paradise	GREATERBIRDOFPARADISE	Greg Alston	Alston	0154206007	GREATER BIRD OF PARADISE	ALSTON GREGORY RAYMOND
3VcCjeMTLLyWOLpoWtRoSU	x ANA x	XANAX	Alex Espiritu,Anthony Sonetti,Joey Morrow,Josh Katz,Noah Shain	Badflower	0155091382	X ANA X	JOSH KATZ/NOAH SHAIN/JOEY MORROW/ALEX ES
5Z6A4GuJkT7zgThefBsNRA	Piano Sonata in C Major, K. 527	PIANOSONATAINCMAJORK527	Domenico Scarlatti	Claudio Colombo	0147218597	PIANO SONATA IN C MAJOR, K. 527	DOMENICO SCARLATTI
5eeaQTCRi2lxJ9Lr5vgXB3	Vur Yuregim	VURYUREGIM	Aysel GÃÂ¼rel,Demir Demirkan,Sertab Erener	Sertab Erener	0131225544	VUR YUREGIM	ERENER S/DEMIRKAN D/GUREL G
3rQjxXM0TsDkPTDwxKziTS	Magnificat in D, ZWV 108: I. Magnificat anima mea Dominum	MAGNIFICATINDZWV108IMAGNI	Jan Dismas Zelenka	Barockorchester Metamorphosis KÃÂ¶ln,Capella Piccola,Thomas Reuber	0142356532	MAGNIFICAT IN D, ZWV 108: I. MAGNIFICAT ANIMA MEA DOMINUM	JAN DISMAS ZELENKA
0QzbgPZ9sbTs7r2wzfcX9f	December '63 (Oh What a Night)	DECEMBER63	Judy Parker,Robert Gaudio	Jive Bunny	0102421171	DECEMBER 1963 (OH WHAT A NIGHT)	GAUDIO R/PARKER J
0uiTpFEGJJkgO9Xesj9drX	Ich werd bei dir sein	ICHWERDBEIDIRSEIN	Townes Van Zandt,Wolfgang MÃÂ¼rmann	Nana Mouskouri	0149240961	ICH WERD BEI DIR SEIN	TOWNES VAN ZANDT/TOWNES VAN ZANDT/WOLFGA
6xz9XsOzDT3StddvheMGr2	Cry!-Tender	CRYTENDER	Yusef Lateef	Yusef Lateef	0134076981	CRY TENDER	LATEEF YUSEF A
6aQAv3feIhBihOqX5i5n3u	Kailangan Kita	KAILANGANKITA	Dilay	Sponge Cola	0147230420	KAILANGAN KITA	GOSH DILAY
68QVcjWKpvqjDbnMzt0vSx	Love & Pain	LOVE&PAIN	Richard T. Bear	Cher	0133593704	LOVE AND PAIN	/BEAR R T/GERSTEIN RICHARD
61MTRaCwlNMmRtfrsFaxd8	Ana Maria	ANAMARIA	Wayne Shorter	Kenny Kirkland	0107094678	ANA MARIA	SHORTER WAYNE
7wBow19ldOzABXfRG6k05S	Hallelujah	HALELUJAH	Leonard Cohen	Luciana Zogbi	0101859020	HALLELUJAH	COHEN LEONARD
6bDkorX04ulnY1GuBEY4Ew	Quando, Quando, Quando	QUANDOQUANDOQUANDO	Alberto Testa,Tony Renis	Stefano Bollani	0128972750	QUANDO QUANDO QUANDO	RENIS T/TESTA A
4KjBDZps02XJYgQs9i6aUn	Boneflower	BONEFLOWER	Leif Edling	Avatarium	0145147833	BONEFLOWER	EDLING LEIF ERIK
7uM7YZwNZqdDMG0NfGhmux	Jennie (feat. R. City, Bori)	JENIE	Felix Jaehn,Mack,Theron Thomas,Thomas Troelsen,Timothy Thomas	Felix Jaehn	0153397551	JENNIE	/JAEHN/TROELSEN/THOMAS/SEPEHRMANES/THOMA
5lumpPMTjyyRU6FzIRIE4D	Innocence Maintained	INOCENCEMAINTAINED	Jewel	Jewel	0117558381	INNOCENCE MAINTAINED	KILCHER JEWEL (JEWEL US 2)
5xLKk5jJZzt3yYhMKjEio6	Diablo	DIABLO	Robert Alexander Kock	Mint & Peck	0154833694	DIABLO	KOCK ROBERT ALEXANDER
0wQCiHAgUJdlBdRtdrnLFK	North On 21	NORTHON21	Riley Green	Riley Green	0153444078	NORTH ON 21	GREEN RILEY
1DtLl0k0zMrFqcW0pquxpf	Broken Pieces	BROKENPIECE	Andy Biersack,Benji Madden,JOHN FELDMANN,Joel Madden,Quinn Allman	Andy Black	0149531088	BROKEN PIECES	BIERSACK/FELDMANN/MADDEN/MADDEN/ALLMAN
4zKDv2pqSKALxrzOSYe3vo	Crazier	CRAZIER	Pieter Heijnen	Dj Thera	0147577381	CRAZIER	HEYNEN PIETER L
2E7c1UTR3869TXTqMnBJZ4	The Crab Song	CRABSONG	Bordin,Bottum,Faith No More,Gould,Martin,Mosley	Faith No More	0106363579	CRAB SONG	MOSLEY/BOTTUM/GOULD/BORDIN/MARTIN
472ikC5GQtBFFNKtTHugQ4	Lucky One (Bird Of Cassadaga)	LUCKYONE	Gemma Hayes	Gemma Hayes	0129236791	LUCKY ONE (BIRD OF CASADAGA)	HAYES GEMMA
606ZgFjTusLlBFumWrJqBU	All We Need	ALWENEED	Adam Baker,Daniel Rankine,Daniel Yates,Matthew Honson	Funkoars	0141630943	ALL WE NEED	YATES D/BAKER A/RANKINE D/HONSON M
6kHqqOeJvN960ZIMJMFSUm	Lam sakrifis	LAMSAKRIFI	Joseph Reginald Topize	Kaya	0143998770	LAM SAKRIFIS	TOPIZE JOSEPH REGINALD (FR)
3gi3pUEMT48kb9KxC65XB3	Heartless	HEARTLES	Christian Bridges/Justin Nozuka	Justin Nozuka	0139454985	HEARTLESS	NOZUKA J/CHARLESWORTH K
6ktdiJw7nu6lif5oVfFfcS	Fallin' In Love	FALININLOVE	Dennis Wilson	The Beach Boys	0104291849	FALLIN IN LOVE	WILSON DENNIS C
6C3bnP1mVjFqGFDYYQCsOY	Sweet Marie	SWEETMARIE	Phil Lynott,Scott Gorham	Thin Lizzy	0140741082	SWEET MARIE	GORHAM W/LYNOTT P
7Ix5UHOc8nSHN1DHbPth6T	Used to You	USEDTOYOU	Calvin Turner,Guy Sebastian	Guy Sebastian	0143287462	USED TO YOU	TURNER CALVIN/SEBASTIAN GUY
7yVzayuhgeqwVYTdecNop2	Don't You Worry	DONTYOUWORY	Henry Walter,Lukasz Gottwald,Theron Thomas,Timothy Thomas	R. City	0148681218	DON'T YOU WORRY	THOMAS T/THOMAS T/WALTER H/GOTTWALD L
6AY5ATYS9NGiCejvUc4zw8	Serial Killer Girl (Come on, Come on, Kill Me!)	SERIALKILERGIRL	Allan Cotterill,Leo Melin,Snow White's Poison Bite	Snow White's Poison Bite	0148831816	SERIAL KILLER GIRL (COME ON, COME ON, KILL ME!)	ALLAN COTTERILL/ALLAN COTTERILL
6rYxiHCUeU3B2N68WGRDkv	Don't Do That	DONTDOTHAT	Ben Cauley,Carl Cunningham,James Alexander,Jimmy King,Phalon Jones,Ronnie Caldwell	The Bar-Kays	0142779304	DON'T DO THAT	JONES/KING/CAULEY/CALDWELL/ALEXANDER/CUN
6e6n9ZA2DTBfuNBfjPNx70	Bump n' Grind	BUMP&GRIND	Robert Sylvester Kelly	2Glory	0107714414	BUMP N GRIND	KELLY ROBERT S (KELLY R USA 2)
5ZN3SNb9C1W1uUwuInoWpk	Slytherin	SLYTHERIN	Jesus Rivera,Jo Collura	Aja	0155226938	SLYTHERIN	JESUS RIVERA/JO COLLURA
7FX9uW8pxl6Y5dARuQ1jmK	Otro Adios	OTROADIO	Erick De Armas,Marc Berthoumieux	David Linx,Marc Berthoumieux	0145989923	OTRO ADIOS	MARC BERTHOUMIEUX/ERICK DE ARMAS
4tU5YBbLZ9S9NVvjM6Qk78	Treading Water	TREADINWATER	Daniel Lorca,Ira Elliot,Matthew Caws,Matthew Caws/Daniel Lorca/Ira Elliot	Eyelids	0153486417	TREADING WATER	DANIEL LORCA/IRA ELLIOT/MATTHEW CAWS/MAT
0i1wQzi8AfVatVbqWU1vPb	Sofullashit	SOFULASHIT	P v Elderen Bart Geevers Bart Nederhand,P v Elderen Bart Nederhand Bart Geevers	Peter Pan Speedrock	0140408032	SOFULLASHIT	GEEVERS B/NEDERHAND B/ELDEREN VAN P
43wPWBaNsqFuSOWjZQTCFs	Made in America (feat. El Camino & Dufflebag Hottie)	MADEINAMERICA	Jeremie Pennick	Benny The Butcher	0154332575	MADE IN AMERICA	JEREMIE PENNICK
4s2PuQJZ2twmuT5HInYoCU	Popucale Rebatine	POPUCALEREBATINE	M. Simac	Klapa Cambi	0141437428	POPUCALE REBATINE	SIMAC M
3PZP7o3hN5cvPB4Xfywo1n	Come With Me (Deadmeat) [Feat. Polina]	COMEWITHME	Steve Aoki/Justin Bates/Polina Goudieva	Steve Aoki	0141991457	COME WITH ME (DEAD MEAT)	AOKI S/GOUDIEVA P/BATES J
0xFvFyJlc1VrSyIJrR1m4q	Snake Dance Boogie	SNAKEDANCEBOOGIE	W. Mccoy	Texabilly Rockets	0142349780	SNAKE DANCE BOOGIE	MCCOY
5j9v9mJFLtaFOyVqMGxYlM	Not Afraid	NOTAFRAID	N. Koster,P. Hol,R. Prevoo,Y. Claessens	Frequencerz,Warface	0153888511	NOT AFRAID	KOSTER N/HOL P/CLAESSENS Y/PREVOO R
5oZj3XBim8oKiz2qdRa5Bq	On Your Own	ONYOUROWN	John Paul White,Robert Merrell,Steve Edgehill	Victories at Sea	0149228000	ON YOUR OWN	JOHN PAUL WHITE/ROBERT MERRELL/STEVE EDG
4yfmuLN5CmcqM7Ui8B77SS	I've Got My Love to Keep Me Warm	IVEGOTMYLOVETOKEEPMEWARM	Irving Berlin	Ella Fitzgerald,Louis Armstrong	0102808129	I'VE GOT MY LOVE TO KEEP ME WARM	BERLIN IRVING
31JKaJ84tBMVdWJ3fwIrPW	Hard To Let Go	HARDTOLETGO	Marc Bonilla,Mike Greiner	Saville Row	0135473655	HARD TO LET GO	BONILLA M/GREIBER M
653SLG28to8TMy7PPyFWw1	Paquita: Variation 9: Allegro moderato	PAQUITAVARIATION9ALEGROMO	Ludwig Minkus	Anna Takova-Baynova,Sofia National Opera Orchestra,Valentina Raicheva	0147297250	PAQUITA: VARIATION 9: ALLEGRO MODERATO	LUDWIG MINKUS
06d4jJK1ICIj9TYC46Jd2D	Estoy Enamorado de Ti	ESTOYENAMORADODETI	Alberto Aguilera Valadez,Gustavo Farias	Cristian Castro	0130338360	ESTOY ENAMORADO DE TI	AGUILERA VALADEZ ALBERTO
0HgUPVwywDUsRLplxYH5yb	Don't Start Lying To Me Now	DONTSTARTLYINTOMENOW	Chris Stapleton,Joss Stone,Melissa Peirce	Joss Stone	0140836117	DON'T START LYIN' TO ME NOW	STONE J/PEIRCE M/STAPLETON C
027w33OxIkQttYTlp90x4F	Khovanshchina, Act IV: Introduction - Golitzyn's Journey - Remastered	KHOVANSHCHINAACTIVINTRODU	Modest Mussorgsky	Claudio Abbado,London Symphony Orchestra	0146467179	KHOVANSHCHINA, ACT IV: INTRODUCTION	MODEST MUSSORGSKY
4QR0hvHTdkc14U6WYXZdYA	Weighing Me Down	WEIGHINMEDOWN	Ben H. Allen III,Elijah A. Jones	The Constellations	0139898573	WEIGHING ME DOWN	ELIJAH A JONES
6vgN6KGstss0GnBbKlMNK9	The Way You Love Me	WAYYOULOVEME	Keith Follese,Keith Follese and Michael Delaney,Michael Delaney	Faith Hill	0121357179	WAY YOU LOVE ME	DULANEY M/FOLLESE K
0Jb92UvQ93PUUF7SeLjfsE	Mondquelle (Reviewed)	MONDQUELE	Bryan MÃÂ¼ller	SCNTST	0147372200	MONDQUELLE	MUELLER BRYAN
6PBvmZieoFbs1YGXLvPWcq	Intersection	INTERSECTION	T. Howard	Tevo Howard	0107417981	INTERSECTION (THEME)	HOWARD JAMES NEWTON
3oFnmAkRiajWhLq3wTByUx	It's My Turn Now	ITSMYTURNNOW	Richard	Carol Fran	0135062562	ITS MY TURN NOW	RICHARD RENALD J
62sUbLrbXg9MU0CtI0vh0l	Ego & Soul	EGO&SOUL	Mario Radzom	Christmaz,Figub Brazlevic	0151498604	EGO & SOUL	MARIO RADZOM/TESLA/CARL OSCAR ANDERSSON
7w21SD55V5mrwo3rFnbHk7	Go Your Own Way	GOYOUROWNWAY	L. Buckingham	KnightsBridge	0101970321	GO YOUR OWN WAY	BUCKINGHAM LINDSEY
3UVUSY9ojJhxh1Y6dG8a85	Heart Shaped Box	HEARTSHAPEDBOX	Dave Grohl,Jonathan Atar,Kurt Cobain	Neovaii	0106152033	HEART SHAPED BOX	COBAIN KURT D
